"",genderLabel,article
Jens Schröter,männlich,https://de.wikipedia.org/wiki/Jens_Schr%C3%B6ter_(Medienwissenschaftler)
Volkhard Krech,männlich,https://de.wikipedia.org/wiki/Volkhard_Krech
Werner Konold,männlich,https://de.wikipedia.org/wiki/Werner_Konold
Sabira Ståhlberg,weiblich,https://de.wikipedia.org/wiki/Sabira_St%C3%A5hlberg
Cécile La Grenade,weiblich,https://de.wikipedia.org/wiki/C%C3%A9cile_La_Grenade
Stephan Hoppe,männlich,https://de.wikipedia.org/wiki/Stephan_Hoppe
Friedrich Glauner,männlich,https://de.wikipedia.org/wiki/Friedrich_Glauner
Peter Kenning,männlich,https://de.wikipedia.org/wiki/Peter_Kenning
Denis Le Bihan,männlich,https://de.wikipedia.org/wiki/Denis_Le_Bihan
Natalja Petrowna Alexandrowitsch,weiblich,https://de.wikipedia.org/wiki/Natalija_Petrowna_Alexandrowitsch
Erika Jensen-Jarolim,weiblich,https://de.wikipedia.org/wiki/Erika_Jensen-Jarolim
Damaris Nübling,weiblich,https://de.wikipedia.org/wiki/Damaris_N%C3%BCbling
Alex Kontorovich,männlich,https://de.wikipedia.org/wiki/Alex_Kontorovich
Dirk Ifenthaler,männlich,https://de.wikipedia.org/wiki/Dirk_Ifenthaler
Emmanuelle Charpentier,weiblich,https://de.wikipedia.org/wiki/Emmanuelle_Charpentier
Mark S. Lundstrom,männlich,https://de.wikipedia.org/wiki/Mark_S._Lundstrom
Monica Olvera de la Cruz,weiblich,https://de.wikipedia.org/wiki/Monica_Olvera_de_la_Cruz
Peter Becker,männlich,https://de.wikipedia.org/wiki/Peter_Becker_(Historiker)
Andreas Fickers,männlich,https://de.wikipedia.org/wiki/Andreas_Fickers
Märija Omarowa,weiblich,https://de.wikipedia.org/wiki/M%C3%A4rija_Omarowa
Adah Almutairi,weiblich,https://de.wikipedia.org/wiki/Adah_Almutairi
Charles Lee,männlich,https://de.wikipedia.org/wiki/Charles_Lee_(Genetiker)
Fei-Fei Li,weiblich,https://de.wikipedia.org/wiki/Fei-Fei_Li
Jutta Röser,weiblich,https://de.wikipedia.org/wiki/Jutta_R%C3%B6ser
Martin Jinek,männlich,https://de.wikipedia.org/wiki/Martin_Jinek
Daniel J. Drucker,männlich,https://de.wikipedia.org/wiki/Daniel_J._Drucker
Aglaée Degros,weiblich,https://de.wikipedia.org/wiki/Agla%C3%A9e_Degros
Igor Michailowitsch Tschubarow,männlich,https://de.wikipedia.org/wiki/Igor_Michailowitsch_Tschubarow
Dieter D. Genske,männlich,https://de.wikipedia.org/wiki/Dieter_D._Genske
Martin Langner,männlich,https://de.wikipedia.org/wiki/Martin_Langner
Susanne Rau,weiblich,https://de.wikipedia.org/wiki/Susanne_Rau
Nils Röller,männlich,https://de.wikipedia.org/wiki/Nils_R%C3%B6ller
Rainer Pöttgen,männlich,https://de.wikipedia.org/wiki/Rainer_P%C3%B6ttgen
Esther Gajek,weiblich,https://de.wikipedia.org/wiki/Esther_Gajek
Derek Muller,männlich,https://de.wikipedia.org/wiki/Derek_Muller
Malte Rehbein,männlich,https://de.wikipedia.org/wiki/Malte_Rehbein
Thomas Jüstel,männlich,https://de.wikipedia.org/wiki/Thomas_J%C3%BCstel
Susanne Pfeffer,weiblich,https://de.wikipedia.org/wiki/Susanne_Pfeffer
Wolfgang Weitnauer,männlich,https://de.wikipedia.org/wiki/Wolfgang_Weitnauer
Hakima El Haite,weiblich,https://de.wikipedia.org/wiki/Hakima_El_Hait%C3%A9
Robert Gramsch,männlich,https://de.wikipedia.org/wiki/Robert_Gramsch
Robert-Jan Smits,männlich,https://de.wikipedia.org/wiki/Robert-Jan_Smits
Ronny Rößler,männlich,https://de.wikipedia.org/wiki/Ronny_R%C3%B6%C3%9Fler
Rudolf Grünig,männlich,https://de.wikipedia.org/wiki/Rudolf_Gr%C3%BCnig
Sean Hartnoll,männlich,https://de.wikipedia.org/wiki/Sean_Hartnoll
Heiner Fangerau,männlich,https://de.wikipedia.org/wiki/Heiner_Fangerau
Pol D. Spanos,männlich,https://de.wikipedia.org/wiki/Pol_D._Spanos
Alexander Wladimirowitsch Antonow,männlich,https://de.wikipedia.org/wiki/Alexander_Wladimirowitsch_Antonow
Hans Dickel,männlich,https://de.wikipedia.org/wiki/Hans_Dickel
Henrik Lund,männlich,https://de.wikipedia.org/wiki/Henrik_Lund_(Ingenieurwissenschaftler)
Mareike König,weiblich,https://de.wikipedia.org/wiki/Mareike_K%C3%B6nig
Anat Berko,weiblich,https://de.wikipedia.org/wiki/Anat_Berko
Markus Löffler,männlich,https://de.wikipedia.org/wiki/Markus_L%C3%B6ffler_(Biometriker)
Alexei Leonidowitsch Rastorgujew,männlich,https://de.wikipedia.org/wiki/Alexei_Leonidowitsch_Rastorgujew
Smita Nair Jain,weiblich,https://de.wikipedia.org/wiki/Smita_Nair_Jain
Deborah Persaud,weiblich,https://de.wikipedia.org/wiki/Deborah_Persaud
Annalena Schmidt,weiblich,https://de.wikipedia.org/wiki/Annalena_Schmidt
Christian Rapp,männlich,https://de.wikipedia.org/wiki/Christian_Rapp_(Autor)
Miroslav Rudenko,männlich,https://de.wikipedia.org/wiki/Myroslaw_Rudenko
Gabriela González,weiblich,https://de.wikipedia.org/wiki/Gabriela_Gonz%C3%A1lez
Raphael Rosenberg,männlich,https://de.wikipedia.org/wiki/Raphael_Rosenberg
Cavanşir Feyziyev,männlich,https://de.wikipedia.org/wiki/Cavan%C5%9Fir_Feyziyev
Carsten Reinemann,männlich,https://de.wikipedia.org/wiki/Carsten_Reinemann
Cláudia Sousa,weiblich,https://de.wikipedia.org/wiki/Cl%C3%A1udia_Sousa
Burkhard Dick,männlich,https://de.wikipedia.org/wiki/Burkhard_Dick
Gertraud Koch,weiblich,https://de.wikipedia.org/wiki/Gertraud_Koch
Thomas Kremer,männlich,https://de.wikipedia.org/wiki/Thomas_Kremer_(Theologe)
Hans-Jürgen Butt,männlich,https://de.wikipedia.org/wiki/Hans-J%C3%BCrgen_Butt
Nurija Munirowna Aktschurina-Muftijewa,weiblich,https://de.wikipedia.org/wiki/Nurija_Munirowna_Aktschurina-Muftijewa
Kristin Shi-Kupfer,weiblich,https://de.wikipedia.org/wiki/Kristin_Shi-Kupfer
Mary O’Kane,weiblich,https://de.wikipedia.org/wiki/Mary_O%E2%80%99Kane
Nadeschda Jewgenjewna Ablowa,weiblich,https://de.wikipedia.org/wiki/Nadeschda_Jewgenjewna_Ablowa
Josef Lutz,männlich,https://de.wikipedia.org/wiki/Josef_Lutz_(Elektrotechniker)
Abdurahim Rahimow,männlich,https://de.wikipedia.org/wiki/Abdurahim_Rahimow
Saidmukaram Abdukodirsoda,männlich,https://de.wikipedia.org/wiki/Saidmukarram_Abduqodirsoda
Wenzel Matiaske,männlich,https://de.wikipedia.org/wiki/Wenzel_Matiaske
Rob Knight,männlich,https://de.wikipedia.org/wiki/Rob_Knight
Lewis Dartnell,männlich,https://de.wikipedia.org/wiki/Lewis_Dartnell
Alexander Rudolfowitsch Artemjew,männlich,https://de.wikipedia.org/wiki/Alexander_Rudolfowitsch_Artemjew
Anupama Kundoo,weiblich,https://de.wikipedia.org/wiki/Anupama_Kundoo
Andrea Büttner,weiblich,https://de.wikipedia.org/wiki/Andrea_B%C3%BCttner_(Lebensmittelchemikerin)
Anne Baillot,weiblich,https://de.wikipedia.org/wiki/Anne_Baillot
Brigitte Weingart,weiblich,https://de.wikipedia.org/wiki/Brigitte_Weingart
Jana Osterkamp,weiblich,https://de.wikipedia.org/wiki/Jana_Osterkamp
Janet G. Hering,weiblich,https://de.wikipedia.org/wiki/Janet_Hering
Katharina Morik,weiblich,https://de.wikipedia.org/wiki/Katharina_Morik
Catrin Misselhorn,weiblich,https://de.wikipedia.org/wiki/Catrin_Misselhorn
Sabine Hossenfelder,weiblich,https://de.wikipedia.org/wiki/Sabine_Hossenfelder
Iain Couzin,männlich,https://de.wikipedia.org/wiki/Iain_Couzin
Gerhard Medicus,männlich,https://de.wikipedia.org/wiki/Gerhard_Medicus
Fotis Jannidis,männlich,https://de.wikipedia.org/wiki/Fotis_Jannidis
Katharina Zweig,weiblich,https://de.wikipedia.org/wiki/Katharina_Zweig
Kamil Sämiğullin,männlich,https://de.wikipedia.org/wiki/Kamil_Samigullin
Gerhard Donhauser,männlich,https://de.wikipedia.org/wiki/Gerhard_Donhauser
Jens Beck,männlich,https://de.wikipedia.org/wiki/Jens_Beck
Kerstin Wolff,weiblich,https://de.wikipedia.org/wiki/Kerstin_Wolff
Christian Hoffmeister,männlich,https://de.wikipedia.org/wiki/Christian_Hoffmeister_(Kommunikationswissenschaftler)
Ulrich Busch,männlich,https://de.wikipedia.org/wiki/Ulrich_Busch_(Finanzwissenschaftler)
Maciej Żukowski,männlich,https://de.wikipedia.org/wiki/Maciej_%C5%BBukowski
Jochen Strobel,männlich,https://de.wikipedia.org/wiki/Jochen_Strobel
Thomas M. Ertl,männlich,https://de.wikipedia.org/wiki/Thomas_Ertl_(Informatiker)
Gerhard Furtmüller,männlich,https://de.wikipedia.org/wiki/Gerhard_Furtm%C3%BCller
Wolfram Dornik,männlich,https://de.wikipedia.org/wiki/Wolfram_Dornik
K. Sivan,männlich,https://de.wikipedia.org/wiki/K._Sivan
Gerald Köhler,männlich,https://de.wikipedia.org/wiki/Gerald_K%C3%B6hler_(Theaterwissenschaftler)
Alexander Barvinok,männlich,https://de.wikipedia.org/wiki/Alexander_Barvinok
Martin Warnke,männlich,https://de.wikipedia.org/wiki/Martin_Warnke_(Informatiker)
Hannah Fry,weiblich,https://de.wikipedia.org/wiki/Hannah_Fry
Grégoire Courtine,männlich,https://de.wikipedia.org/wiki/Gr%C3%A9goire_Courtine
Manfred Thaller,männlich,https://de.wikipedia.org/wiki/Manfred_Thaller
Christian von Zimmermann,männlich,https://de.wikipedia.org/wiki/Christian_von_Zimmermann
Christian von Zimmermann,männlich,https://de.wikipedia.org/wiki/Christian_von_Zimmermann
Iris Gräßler,weiblich,https://de.wikipedia.org/wiki/Iris_Gr%C3%A4%C3%9Fler
Bruce M. Spiegelman,männlich,https://de.wikipedia.org/wiki/Bruce_M._Spiegelman
Soumya Swaminathan,weiblich,https://de.wikipedia.org/wiki/Soumya_Swaminathan
Äli Bektajew,männlich,https://de.wikipedia.org/wiki/%C3%84li_Bektajew
Martin Munke,männlich,https://de.wikipedia.org/wiki/Martin_Munke
Anna Minta,weiblich,https://de.wikipedia.org/wiki/Anna_Minta
Heike Gfrereis,weiblich,https://de.wikipedia.org/wiki/Heike_Gfrereis
Birgit Kamm,weiblich,https://de.wikipedia.org/wiki/Birgit_Kamm
Lisa Tauxe,weiblich,https://de.wikipedia.org/wiki/Lisa_Tauxe
Jaroslaw Januschewytsch,männlich,https://de.wikipedia.org/wiki/Jaroslaw_Januschewytsch
Leticia González,weiblich,https://de.wikipedia.org/wiki/Leticia_Gonz%C3%A1lez
Jens Kirsten,männlich,https://de.wikipedia.org/wiki/Jens_Kirsten
Sanawbar Tagajewa,weiblich,https://de.wikipedia.org/wiki/Sanawbar_Tagajewa
Christoph Kühberger,männlich,https://de.wikipedia.org/wiki/Christoph_K%C3%BChberger
Alice Bows-Larkin,weiblich,https://de.wikipedia.org/wiki/Alice_Larkin
Paolo Mercorelli,männlich,https://de.wikipedia.org/wiki/Paolo_Mercorelli
Linda Koo,weiblich,https://de.wikipedia.org/wiki/Linda_Koo
Bruce Carlsten,männlich,https://de.wikipedia.org/wiki/Bruce_Carlsten
Jekaterina Georgijewna Dewlet,weiblich,https://de.wikipedia.org/wiki/Jekaterina_Georgijewna_Dewlet
Stephen Marshak,männlich,https://de.wikipedia.org/wiki/Stephen_Marshak
Henrieke Stahl,weiblich,https://de.wikipedia.org/wiki/Henrieke_Stahl
Meike Hopp,weiblich,https://de.wikipedia.org/wiki/Meike_Hopp
Marta Soler-Gallart,weiblich,https://de.wikipedia.org/wiki/Marta_Soler_Gallart
Sebastian Koltzenburg,männlich,https://de.wikipedia.org/wiki/Sebastian_Koltzenburg
Nathalia Holt,weiblich,https://de.wikipedia.org/wiki/Nathalia_Holt
Sophie Warny,weiblich,https://de.wikipedia.org/wiki/Sophie_Warny
Rafael Buschmann,männlich,https://de.wikipedia.org/wiki/Rafael_Buschmann
Marek Hilšer,männlich,https://de.wikipedia.org/wiki/Marek_Hil%C5%A1er
Michael Blume,männlich,https://de.wikipedia.org/wiki/Michael_Blume
Oksana Wiktorowna Lunina,weiblich,https://de.wikipedia.org/wiki/Oksana_Wiktorowna_Lunina
Ulrike Peter,weiblich,https://de.wikipedia.org/wiki/Ulrike_Peter
Heather Zar,weiblich,https://de.wikipedia.org/wiki/Heather_Zar
Thomas Thum,männlich,https://de.wikipedia.org/wiki/Thomas_Thum
Hary Gunarto,männlich,https://de.wikipedia.org/wiki/Hary_Gunarto
Benjamin Gleede,männlich,https://de.wikipedia.org/wiki/Benjamin_Gleede
Aleksander Berentsen,männlich,https://de.wikipedia.org/wiki/Aleksander_Berentsen
Amy Edmondson,weiblich,https://de.wikipedia.org/wiki/Amy_Edmondson
Harald Sack,männlich,https://de.wikipedia.org/wiki/Harald_Sack
Markus Pössel,männlich,https://de.wikipedia.org/wiki/Markus_P%C3%B6ssel
Naila Mussajewa,weiblich,https://de.wikipedia.org/wiki/Naila_Mussajewa
Daniel Janies,männlich,https://de.wikipedia.org/wiki/Daniel_Janies
Jorit Wintjes,männlich,https://de.wikipedia.org/wiki/Jorit_Wintjes
Malte Hagener,männlich,https://de.wikipedia.org/wiki/Malte_Hagener
Waleri Andrejewitsch Ponomarjow,männlich,https://de.wikipedia.org/wiki/Waleri_Andrejewitsch_Ponomarjow
Johann Kindl,männlich,https://de.wikipedia.org/wiki/Johann_Kindl
Matthias Maurer,männlich,https://de.wikipedia.org/wiki/Matthias_Maurer
Stefan Höltgen,männlich,https://de.wikipedia.org/wiki/Stefan_H%C3%B6ltgen
Fatima Denton,weiblich,https://de.wikipedia.org/wiki/Fatima_Denton
Greta Patzke,weiblich,https://de.wikipedia.org/wiki/Greta_Patzke
Ljudmila Pawlowna Kasanzewa,weiblich,https://de.wikipedia.org/wiki/Ljudmila_Pawlowna_Kasanzewa
Wjatscheslaw Genijewitsch Rumynin,männlich,https://de.wikipedia.org/wiki/Wjatscheslaw_Genijewitsch_Rumynin
Sabine Vollstädt-Klein,weiblich,https://de.wikipedia.org/wiki/Sabine_Vollst%C3%A4dt-Klein
Andreas Maier,männlich,https://de.wikipedia.org/wiki/Andreas_Maier_(Informatiker)
Andreas Zirlik,männlich,https://de.wikipedia.org/wiki/Andreas_Zirlik
Hans-Otto Pörtner,männlich,https://de.wikipedia.org/wiki/Hans-Otto_P%C3%B6rtner
Markus Reichstein,männlich,https://de.wikipedia.org/wiki/Markus_Reichstein
Kim Cobb,weiblich,https://de.wikipedia.org/wiki/Kim_Cobb
Teresa K. Woodruff,weiblich,https://de.wikipedia.org/wiki/Teresa_K._Woodruff
Betina Hollstein,weiblich,https://de.wikipedia.org/wiki/Betina_Hollstein
Ivo Zell,männlich,https://de.wikipedia.org/wiki/Ivo_Zell
Sigrid Schmitz,weiblich,https://de.wikipedia.org/wiki/Sigrid_Schmitz
Angela Casini,weiblich,https://de.wikipedia.org/wiki/Angela_Casini
Alexander Brem,männlich,https://de.wikipedia.org/wiki/Alexander_Brem_(Wirtschaftswissenschaftler)
Maxim Alexandrowitsch Lasarew,männlich,https://de.wikipedia.org/wiki/Maxim_Alexandrowitsch_Lasarew
Guillermo Restrepo,männlich,https://de.wikipedia.org/wiki/Guillermo_Restrepo
Sarah al-Amiri,weiblich,https://de.wikipedia.org/wiki/Sarah_al-Amiri
Chris Ferrie,männlich,https://de.wikipedia.org/wiki/Chris_Ferrie
Andrea Weiss,weiblich,https://de.wikipedia.org/wiki/Andrea_Weiss
Fatima Abissalowna Jelojewa,weiblich,https://de.wikipedia.org/wiki/Fatima_Abissalowna_Jelojewa
Irina Anatoljewna Umnowa,weiblich,https://de.wikipedia.org/wiki/Irina_Anatoljewna_Umnowa
Eyke Hüllermeier,männlich,https://de.wikipedia.org/wiki/Eyke_H%C3%BCllermeier
Swetlana Borissowna Adaksina,weiblich,https://de.wikipedia.org/wiki/Swetlana_Borissowna_Adaksina
Alice Bowman,weiblich,https://de.wikipedia.org/wiki/Alice_Bowman
Gerhard Hotze,männlich,https://de.wikipedia.org/wiki/Gerhard_Hotze
Seymur Nasirov,männlich,https://de.wikipedia.org/wiki/Seymur_Nasirov
Georg Vogeler,männlich,https://de.wikipedia.org/wiki/Georg_Vogeler
Natallja Karpowitsch,weiblich,https://de.wikipedia.org/wiki/Natallja_Karpowitsch
Sabine Süsstrunk,weiblich,https://de.wikipedia.org/wiki/Sabine_S%C3%BCsstrunk
Markus A. Höllerer,männlich,https://de.wikipedia.org/wiki/Markus_A._H%C3%B6llerer
Ljubow Iwanowna Gontscharenko,weiblich,https://de.wikipedia.org/wiki/Ljubow_Iwanowna_Gontscharenko
Ljubow Iwanowna Gontscharenko,männlich,https://de.wikipedia.org/wiki/Ljubow_Iwanowna_Gontscharenko
Saadat Aliyeva,weiblich,https://de.wikipedia.org/wiki/S%C9%99ad%C9%99t_%C6%8Fliyeva
Vali Baxşəliyev,männlich,https://de.wikipedia.org/wiki/Vali_Bax%C5%9F%C9%99liyev
Xiaoxiang Zhu,weiblich,https://de.wikipedia.org/wiki/Zhu_Xiaoxiang
Silvia Kutscher,weiblich,https://de.wikipedia.org/wiki/Silvia_Kutscher
Alexander Lasch,männlich,https://de.wikipedia.org/wiki/Alexander_Lasch
David G. Schatz,männlich,https://de.wikipedia.org/wiki/David_G._Schatz
Andrea Volkamer,weiblich,https://de.wikipedia.org/wiki/Andrea_Volkamer
Alexander P. Hansen,männlich,https://de.wikipedia.org/wiki/Alexander_P._Hansen
Daniel Kölligan,männlich,https://de.wikipedia.org/wiki/Daniel_K%C3%B6lligan
Julia Ebner,weiblich,https://de.wikipedia.org/wiki/Julia_Ebner
Artur R. Boelderl,männlich,https://de.wikipedia.org/wiki/Artur_R._Boelderl
Günther Bachmann,männlich,https://de.wikipedia.org/wiki/G%C3%BCnther_Bachmann
Anna Christmann,weiblich,https://de.wikipedia.org/wiki/Anna_Christmann
Galina Sergejewna Panowa,weiblich,https://de.wikipedia.org/wiki/Galina_Sergejewna_Panowa
Daniel A. Levinthal,männlich,https://de.wikipedia.org/wiki/Daniel_A._Levinthal
Howard Haber,männlich,https://de.wikipedia.org/wiki/Howard_Haber
Erle C. Ellis,männlich,https://de.wikipedia.org/wiki/Erle_C._Ellis
Erle C. Ellis,männlich,https://de.wikipedia.org/wiki/Erle_C._Ellis
Dirk Wicke,männlich,https://de.wikipedia.org/wiki/Dirk_Wicke
David Ginsburg,männlich,https://de.wikipedia.org/wiki/David_Ginsburg_(Mediziner)
Jelena Nikolajewna Temerewa,weiblich,https://de.wikipedia.org/wiki/Jelena_Nikolajewna_Temerewa
Lill Tove Fredriksen,weiblich,https://de.wikipedia.org/wiki/Lill_Tove_Fredriksen
Nigel Goldenfeld,männlich,https://de.wikipedia.org/wiki/Nigel_Goldenfeld
Hanno Steckel,männlich,https://de.wikipedia.org/wiki/Hanno_Steckel
Melissa Bateson,weiblich,https://de.wikipedia.org/wiki/Melissa_Bateson
Melissa Bateson,weiblich,https://de.wikipedia.org/wiki/Melissa_Bateson
Erhard Hinrichs,männlich,https://de.wikipedia.org/wiki/Erhard_Hinrichs
Michael Gertz,männlich,https://de.wikipedia.org/wiki/Michael_Gertz
Daniel Memmert,männlich,https://de.wikipedia.org/wiki/Daniel_Memmert
Felix Klaus Maier,männlich,https://de.wikipedia.org/wiki/Felix_K._Maier
Taras Panteleimonowitsch Poljakow,männlich,https://de.wikipedia.org/wiki/Taras_Panteleimonowitsch_Poljakow
Gerald Schwedler,männlich,https://de.wikipedia.org/wiki/Gerald_Schwedler
Christof Schöch,männlich,https://de.wikipedia.org/wiki/Christof_Sch%C3%B6ch
Gitanjali Rao,weiblich,https://de.wikipedia.org/wiki/Gitanjali_Rao
Torsten Schrade,männlich,https://de.wikipedia.org/wiki/Torsten_Schrade
Ernesto William De Luca,männlich,https://de.wikipedia.org/wiki/Ernesto_William_De_Luca
Ludwig Elle,männlich,https://de.wikipedia.org/wiki/Ludwig_Elle
Ulrike Wuttke,weiblich,https://de.wikipedia.org/wiki/Ulrike_Wuttke
Peter Falkai,männlich,https://de.wikipedia.org/wiki/Peter_Falkai
Magnus Pfeffer,männlich,https://de.wikipedia.org/wiki/Magnus_Pfeffer
Stephanie C. Werner,weiblich,https://de.wikipedia.org/wiki/Stephanie_C._Werner
Kai-Christian Bruhn,männlich,https://de.wikipedia.org/wiki/Kai-Christian_Bruhn
Karsten Brensing,männlich,https://de.wikipedia.org/wiki/Karsten_Brensing
Nicole Mayer-Ahuja,weiblich,https://de.wikipedia.org/wiki/Nicole_Mayer-Ahuja
Ken Seddon,männlich,https://de.wikipedia.org/wiki/Ken_Seddon
Klaus Peter Jantke,männlich,https://de.wikipedia.org/wiki/Klaus_Peter_Jantke
Helmut Küchenhoff,männlich,https://de.wikipedia.org/wiki/Helmut_K%C3%BCchenhoff
Asifa Akhtar,weiblich,https://de.wikipedia.org/wiki/Asifa_Akhtar
Anne A. Gershon,weiblich,https://de.wikipedia.org/wiki/Anne_A._Gershon
Witold Abramowicz,männlich,https://de.wikipedia.org/wiki/Witold_Abramowicz
Élisabeth Décultot,weiblich,https://de.wikipedia.org/wiki/%C3%89lisabeth_D%C3%A9cultot
Felisa A. Smith,weiblich,https://de.wikipedia.org/wiki/Felisa_A._Smith
Anthony B. Rylands,männlich,https://de.wikipedia.org/wiki/Anthony_B._Rylands
Luciano Rezzolla,männlich,https://de.wikipedia.org/wiki/Luciano_Rezzolla
Valerie Saena Tuia,weiblich,https://de.wikipedia.org/wiki/Valerie_Saena_Tuia
Damian Läge,männlich,https://de.wikipedia.org/wiki/Damian_L%C3%A4ge
Rachel Heuberger,weiblich,https://de.wikipedia.org/wiki/Rachel_Heuberger
Alon Orlitsky,männlich,https://de.wikipedia.org/wiki/Alon_Orlitsky
Yifeng Liu,männlich,https://de.wikipedia.org/wiki/Yifeng_Liu
Philippe Schmitt-Kopplin,männlich,https://de.wikipedia.org/wiki/Philippe_Schmitt-Kopplin
Daniel Hans Rapoport,männlich,https://de.wikipedia.org/wiki/Daniel_Hans_Rapoport
Xavier Ros-Oton,männlich,https://de.wikipedia.org/wiki/Xavier_Ros-Oton
Tumani Corrah,männlich,https://de.wikipedia.org/wiki/Tumani_Corrah
Angelika Schnieke,weiblich,https://de.wikipedia.org/wiki/Angelika_Schnieke
Michaela Geierhos,weiblich,https://de.wikipedia.org/wiki/Michaela_Geierhos
